	news	summary
21	"김경래]그런데 이게벌써부터 매출액이나 이런 것들 증빙을 어떻게 해야 되느냐? 이러다 보면 추석 전까지 뭐가 되기는 하겠느냐? 여러 가지 걱정들이 있습니다. 어떻습니까?
김기식]그렇지는 않습니다. 왜냐하면 정부에서도 이것의 신속성이 중요하기 때문에 무슨 신고나 이런 것을 거치지 않고 왜냐하면 카드사 매출정보로 자영업의 매출이 바로 파악이 되거든요. 왜냐하면 모든 가게에서 거의 90% 이상이 카드로 이루어지는 거래이기 때문에 그래서 그 자료 협조를 받아서 신속하게 정부가 선정을 해서 통보해주고 통보하는 사람들이 신청해서 지급하는 방식으로 아주 신속하고 효율적인 방식을 취할 것이기 때문에 무슨 매출 증빙의 어려움이나 이런 부분들은 아마 정부에서도 충분히 준비했다고 보입니다.
김경래]카드 많이 쓰는 게 이럴 때는 또 좋군요.
김기식]그렇죠. 거래의 투명성이라고 하는 게 이럴 때 장점이 되는 거죠.
김경래]그리고 아까 <최고의 정치>에서 여야 의원들과도 잠깐 이야기했었는데, 통신비 2만원 지급이요. 이거는 논란이 좀 커요. 이거 위원장님 어떻게 생각하시는지 궁금하네요.
김기식]통신비 2만원 4인 가족 기준 8만원이라고 하는 게 논란이 많은데 사실은 가계에 비해서 통신비가 차지하는 비중이 계속 내려가고 있긴 하지만 지금 한 5%가 넘거든요. 그러니까 소위 가계비에서 차지하는 비중상 가계 지원 효과가 없다고 이야기할 수는 없고 또 8만원의 예를 들어서 통신비 지원이 되면 그것을 쓰는 대신에 정부 지원금으로 여유가 생기는 나머지 8만원으로 다른 추가 소비를 할 수 있는 거니까 그런 역량을 통해서 어쨌든 소비촉진 효과도 일부 없다고 할 수는 없는 거죠. 그렇기 때문에 너무 폄하되는 것에 대해서는 정부 관계자들이 조금 반발하는 것인데 그렇다고 하더라도 이번 2차 재난지원금이 코로나로 인해서 타격을 받은 분들에게 집중 지원하자고 해놓고 다른 분들 못 주는 분들을 위한 뭔가 생색내기용처럼 보이니까 거기다 9천억 원이나 쓴다고 하니까 이게 조금 비판과 조롱의 대상이 되는 것 아닌가, 그런 점에서는 이번 2차 재난지원금 취지하고는 좀 벗어나 있어서 조금 이런 비판을 자초한 측면은 있다고 보입니다."	자영업자의 매출 증빙은 카드사의 매출 정보를 협조받는 아주 신속하고 효율적인 방식을 취할 것이므로 매출 증빙의 어려움은 없을 것이다. 정부는 2차 재난 지원금을 코로나로 타격을 받은 사람들에게 집중적으로 지원하자고 했다. 그러나 지원금을 받지 못하는 사람들을 위해 통신비 2만 원을 지급하겠다는 것은 생색내기용에 불과하다는 국민들의 불만을 사고 있다. 이는 정부가 자초한 일이다.
22	"김경래]그런데 이제 대안이 국회에서 논의를 하고 있는데 순삭감하자는 쪽도 있고 이것을 돌려서 백신 무료접종을 하는 게 어떠느냐? 이게 국민의힘에서 이야기를 하고 있는 거고요. 그리고 다른 실업자라든가 폐업자라든가 이런 쪽에 더 지원하는 게 어떠느냐? 이런 의견도 있는 것 같고 어떻게 보십니까? 여러 가지 방법들이 나오고 있는데.
김기식]이것은 말 그대로 여야가 좀 합의를 통해서 문제를 처리해야 될 것 같고요. 대체로 문제 의식에 여야 간에 큰 차이가 있어 보이지 않습니다. 다만 독감 백신 부분은 지금 당장 정부가 이미 독감백신용 물량을 확보하고 있는 상태에서 지금 와서 추가적으로 하자, 이런 이야기는 아마 통신비 2만원에 대해서 맞대응하기 위해서 들고 나온 것 같긴 한데요. 오히려 그런 재정 여력은 나중에 코로나19 백신이 만약에 개발되면 코로나 백신을 무료접종하는 부분과 관련해서는 오히려 본예산이나 이런 부분에 예비비로 확보해놓는 게 좋겠지만 지금 당장 독감 백신에 그래야 될 것은 잘 모르겠고요. 또 하나는 통신비 지원이라는 취지에서 보면 김경수 지사가 이야기했듯이 무료 공공와이파이를 확대하는 부분은 정책적 판단에서 이번 9천억 원을 쓸 수 있다고 봅니다. 그러면 이례적인 통신비 지원이 아니고 지속적으로 통신비 절감 효과를 가질 수 있고 이것은 문재인 정부의 공약이기도 했고 제가 알기로는 국민의힘에서도 이런 공공와이파이를 확대하는 것을 반대하고 있지는 않기 때문에 그런 통신비 지원의 취지를 살려서 이런 1회용 통신비 2만원 지원이 아니고 와이파이로 전환할 수도 있을 것 같고요. 그러나 또 한편에서 보면 어차피 이번 2차 재난지원금이 빚을 내서 하는 것이거든요. 그래서 이 문제를 가지고 여야 간에 합의가 잘 안되면 그러면 시간을 끌기보다는 그러면 이번에는 이 통신비 부분은 반영하지 않고 빨리 신속히 처리하는 게 더 맞을 수 있다. 빚내서 추경하는 마당에 추가로 어디다 쓸 것이냐를 가지고 계속 갑론을박하느라고 2차 지원금 지급이 늦어지는 것은 바람직하지 않다, 이렇게 봅니다."	백신 무료접종과 실업자에 지원하는 건 여야가 합의를 통해 해결해야 할 문제다. 하지만 코로나 백신이 나오고 나서 무료접종을 할 때 예산을 확보하는 건 동의하지만 독감 백신에는 그럴 필요가 없다. 통신비 2만 원 지원보다 무료 공공 와이파이를 확대하는 쪽으로 가는 게 한시적인 통신비 지원보다 더 지속적으로 통신비 절감 효과를 볼 수 있다. 통신비를 토의하느라 2차 지원금의 지급이 늦어지면 안 된다.
23	"김경래]윤영석 의원님 짧게 한 말씀 듣고 다른 이야기 넘어갈게요.
윤영석]추미애 장관은 부인은 했지만 결국은 보좌관이 여러 차례 전화를, 청탁 전화를 했다는 것이 지금 이미 밝혀졌지 않습니까? 그리고 국방부 민원실에도 전화를 하고 전 방위적으로 전화를 한 거예요, 그러니까. 그래서 그 결과가 지금 아무런 서류도 없이 지금 입증 서류도 없이 휴가가 병가가 19일 사용이 되고 휴가 연장이 4일 간되고 이런 것이 나왔고 특히나 어제 밝혀진 사실은 지금 국방부에 있는 그런 내부의 부대일지라든지 또 면담 복무 기록상 휴가 일지라든지 이런 부분이 다 달라요. 그래서 과연 이게 국방부가 추미애 법무부 장관을 보호하기 위해서 방어하기 위해서 서류들을 허위 조작한 게 아닌가라는 그런 지금 의혹까지 제기가 되고 있습니다. 그래서 정경두 국방부 장관이 계속 국회 본회의에서 추미애 장관을 일방적으로 옹호를 하고 있는 상황인데 정경두 국방부 장관도 지금 이러한 허위사실을 이야기해서 고발이 될 수 있다는 것을 분명히 인식해야 됩니다. 지금 국방부에 문건이 모두 달라요.
김경래]알겠습니다. 홍익표 의원님, 어떤 부분이요?
홍익표]그렇게 말씀하시면 곤란한데 대정부 질문에서 국방부 장관의 발언을 가지고 고발할 수 있다. 국민의힘이 고발하는 게 아니라 이건 보수 우익단체 보고 정경두 장관 고발하라고 일종에 암시하는 것 같아서 좀 굉장히 문제가 있다, 이렇게 보고요."	추미애 장관의 보좌관은 청탁전화, 국방부 민원실에 전화를 하였다. 휴가를 서류 없이 19일 사용 하고 4일 연장 하였고, 내부 부대일지와 면담 복무 기록상 휴가 일지가 모두 다른 것이 밝혀졌다. 국방부가 추 장관을 보호하기 위해 서류 허위 조작한 것이라는 의혹이 제기되었다.
24	"김경래]한 주간 화제가 됐던 정가 인물을 집중 탐구하는 시간입니다. 주간 인물 토크쇼 <여의도 신호등> 오늘도 두 분 나와 계십니다. 먼저 김태현 변호사님, 안녕하세요?
김태현]안녕하세요?
김경래]그리고 현근택 변호사님, 안녕하세요?
현근택]안녕하세요?
김경래]현근택 변호사님은 방송에서 너무 많이 봬서 이번 주에.
현근택]그러게요. 제가 월요일에 선임계를 냈거든요.
김경래]그러니까 모르시는 청취자 분들 위해서 추미애 장관 아들 관련된 휴가 의혹 사건이라고 해야 되나요?
현근택]그렇죠. 동부지검에 있는 사건.
김경래]그 사건의 변호인으로 지금 선임이 되셔서.
현근택]그런데 뭐 제가 검찰 조사나 아니면 수사를 직접 하는 건 아니고요. 그러니까 약간 기존에 하던 변호인들이 있어요. 그분들이 아마 수사라든지 이런 것들을 하고 이게 워낙 단순히 수사 사안이 아니잖아요. 정치적인 문제도 되고.
김경래]그렇죠, 다 얽혀 있죠.
현근택]그렇죠. 그러다 보니까 제 역할은 이제 언론이라든지 아니면 이런 정무적인 것 그런 것을 하는데 사실은 그런데 또 조금 이게 추미애 장관 개인 아들에 대한 일이기 때문에 조금 그게 구분이 명확하지 않아요.
김경래]어떤 부분이요? 당의 문제냐?
현근택]그렇죠. 당의 문제는 아니고 그 다음에 개인의 문제이기도 한데 또 장관과 관련된 일이고 그러다 보니까 한계선이 분명하지 않아서 제가 조금 도와주게..."	<여의도 신호등>에 출연한 현근택 변호사는 월요일에 선임계를 제출하였다고 하는데, 추미애 장관 아들과 관련된 휴가 의혹 사건과 관련한 것이며 동부지검에 사건이 있다고 한다. 현근택 변호사는 직접 수사를 하는 건 아니고, 언론이나 정무적인 부분에 관해 역할을 하고 있다.
25	"김경래]그런데 이게 지금 구체적으로 그 펀드들이 어느 기업에 예컨대 사람들이 많이 아는 네이버, 카카오 이런 데에 투자를 하는 건지 어디에 투자를 하는 건지 이런 것들은 아직 구체적으로 나온 건 아니죠?
김용범]아니, 저희 세제 혜택이 주어지기 때문에 세제 혜택을 받을 수 있는 쪽을 저희가 법이나 시행령에 규정 작업을 하고 있는데요. 기본적으로 아까 말한 대로 뉴딜 프로젝트 그 다음에 뉴딜 관련 기업 이런 쪽에 투자를 하시는데 굉장히 넓습니다. 예를 몇 가지 들어주면 뉴딜 관련 민자 사업들이 있습니다. 수도충전소를 구축한다거나 학교나 건물들을 에너지 효율성이 높은 그런 그린 스마트 스쿨 같은 것도 있을 거고 그 다음에 민자 사업 외에 뉴딜 인프라들이 있습니다. 디지털, SOC 안전관리시스템을 구축한다거나 신재생에너지 시설을 구축, 이렇게 투자하는 데도 있을 거고 그 다음에 프로젝트가 있습니다, 뉴딜 관련해서. 가장 대표적인 게 수소 전기차 개발 프로젝트 등 그래서 이런 디지털과 그린 뉴딜과 관련된 그 다음에 창업 벤처기업들도 있을 거고 기업들에 대한 투자가 되니까 주식 인수도 되고 채권 인수도 되고 대출 다양한 형태가 가능합니다.
김경래]알겠습니다. 2차 재난지원금 이야기도 나중에 해야 되니까 간단하게 여쭤볼게요. 이게 그런데 손실을 세금으로 메워준다. 이게 좀 뭐라고 할까, 기형적인 것 아니냐? 경제 논리에 맡겨야 되는 게 아니냐? 이런 청취자분 질문이 있거든요."	펀드들은 수도충전소를 구축하는 등의 뉴딜 관련 민자 사업, 신재생에너지 시설 구축과 같은 뉴딜 인프라, 수소 전기차 개발 프로젝트 등의 뉴딜 프로젝트 등에 투자된다. 세제 혜택이 주어지기 때문에 현재 세제 혜택을 받을 수 있는 쪽을 법이나 시행령에 규정하도록 작업 중이다.
26	"김경래]코로나19 상황으로 의료붕괴 이런 우려까지 나오고 있지 않습니까? 이 와중에 전공의들이 집단행동을 계속하기로 결정했습니다. 이 부분에 대한 이야기를 해볼게요. 오늘은 인도주의 실천의사협의회 이보라 공동대표 연결해서 관련 이야기 좀 나눠보죠. 이보라 대표님, 나와 계시죠? 안녕하세요? 
이보라]안녕하십니까? 
김경래]주말에 예상하셨어요? 이게 사실은 과반이 안 나와서 한 차례 더 투표를 한 상황이었는데, 의견이 좀 갈렸다고 볼 수 있잖아요, 숫자로만 보면. 어떻게 결과가 나올 거라고 예상하셨어요, 이 부분은? 
이보라]사실 예측이 불가한 상태였는데요. 그래도 전공의 선생님들이 현명하게 파업을 접는 방향으로 했으면 좋겠다, 그렇게 기대를 했었는데 좀 결과는 처음에는 파업을 중단한다에 대해 반대가 과반이 넘지 않아서 보통 일반적으로 단체행동을 하고 이런 경우에는 이게 부결된 것이니까 파업을 지속할 수 없는데 일단 거기서 이걸 다시 또 일종에 번복이 된 것인데요. 번복이 되면서 파업 지속을 결정했다고 해서 다음 날 아침에 그 소식을 듣고 저는 실망스러웠던, 그렇습니다. 
김경래]그런데 이 파업을 전공의들이 어떤 논란이 뻔히 예상이 되잖아요. 과반이 안됐는데 또 한 번 투표를 해서 다시 파업을 결정한다, 이게 본인들도 알고 있을 거예요. 이게 분명히 논란은 될 것이다. 그런데 그럼에도 불구하고 이걸 강행한 이유는 뭐라고 봐야 됩니까?"	코로나19로 의료 붕괴가 우려되는 와중 전공의들이 집단행동을 지속하기로 결정했다. 투표 결과 처음에는 파업을 중단한다에 대한 반대가 과반을 넘지 않았다. 이런 경우 일반적으로 이것이 부결된 것이므로 파업을 지속할 수 없음에도 번복하여 파업을 지속했다.
27	"김경래]홍익표 의원님께는 이거 마지막으로 질문하고 다음 이야기로 넘어갈게요. 여론조사가 나왔잖아요. 퍼센티지는 정확히 밝히지 않겠지만 오차범위 내입니다, 일단은. 추미애 장관 사퇴에 대한 국민들의 의견이. 하지만 숫자로 보면 동의가 좀 더 높아요. 사퇴해야 된다는 쪽이 더 높아요. 국민 여론이 상당히 좀 집권여당에게 우호적이지 않다, 이런 생각도 할 수 있을 것 같은데 여론조사에 대해서는 어떻게 평가하십니까?
홍익표]여론조사 문제는 저희들도 주시를 하고 있습니다. 다만 어쨌든 오차범위 내고요. 도리어 추미애 장관 부분에 대해서 최근에 대정부 질문 과정이라든지 여러 논란이 밝혀지지만 도리어 부정적 의견이 좀 줄어드는 것으로 나타나는 것으로 보고 있어요, 추세 상으로요. 그러니까 국민들께서 이 사안에 대해서 조금 본질을 들여다보고 있는 거죠. 다소 불편한 부분은 분명히 저도 있다고 생각을 합니다, 정치인과 관련돼서. 그러나 그런 부분이 장관 업무를 수행할 수 없을 정도냐에 대해서는 생각을 달리하고 계신 것 같고요. 두 번째는 현재 검찰개혁이 훨씬 중요한데 이 와중에 추미애 장관이 낙마한 것이 검찰개혁에 바람직하느냐? 이런 판단은 국민들도 함께하고 계신 것 같습니다. 한 가지만 더하면 아까 민원실 이야기는 민원실은 그런 전화를 하는 곳인 거고요. 민원실에 전화를 했느냐, 안했느냐도 중요하지만 민원실에 전화를 어떤 내용으로 했느냐죠. 만약에 민원실에 진짜 아들과 관련돼서 청탁을 하려면 민원실에 누가 합니까? 부대장이나 진짜 더 높은 고위직에 있는 사람한테 해야지, 저희들도 구청이나 시청 민원실에 가끔 전화할 때 있어요, 문의하기 위해서. 민원실에 전화한 것 자체를 문제 삼는 것은 저는 적절치 않고 신원식 의원의 그런 방식이 적절치 않은 게 많은 제보가 들어오지만 그 제보에 대해서 사실관계를 크로스 체킹해서 밝히는 게 맞지, 그냥 이런 게 있다는 식으로 해서 그래서 정치공작이라는 일각의 비판이 제기된 겁니다. 그래서 신원식 의원이나 국민의힘에서도 문제 제기 좋습니다만 문제 제기를 좀 더 객관적으로 다듬어서 그냥 폭로성만 하지 말고 어느 정도는 사실관계가 확인된 이후에 공당이 책임 있게 밝혔으면 좋겠습니다."	추미애 장관에 대해 국민여론은 오차범위 내이지만 사퇴해야 한다는 여론이 더 많다. 그러나 최근 대정부 질문 과정에서 여러 논란이 밝혀지며 부정적인 의견이 다소 줄어드는 추세이다. 추미애 장관의 낙마가 검찰개혁에 어떤 영향을 끼칠 것인지는 국민들도 함께 판단하고 있는 사안이다. 또한 아들 청탁 관련 문제에 대해 관련 고위직이 아닌 민원실에 전화한 것 자체를 문제 삼는 것은 사실관계가 확인되지 않은 무책임한 정치 공작이다.
28	"김경래]그런데 원래 예전에 무상급식 논쟁 이런 거 있을때부터도 그랬고 민주당은 보편적 복지, 보편 복지를 좀 기본으로 주장하고 있었잖아요. 그런데 지금은 선별적으로 지급을 해야 된다고 그러면 정책 방향이 바뀐 것 아니냐? 혹은 그쪽 시각으로 보면 이게 후퇴하는 것 아니냐? 이렇게 볼 여지는 없나요, 혹시? 
김기식]그렇지는 않습니다. 보편주의는 진보고 선별주의는 보수라는 이런 이분법적인 이야기는 이론적으로도 실증적으로도 틀린 이야기고요. 민주당의 당론은 복지 국가인 거죠. 예를 들어서 아동수당과 같은 수당제도는 보편주의로 하는 게 일반적이지만 기초생활보장제도와 같은 공공 부조는 전 세계 어느 나라나 선별적으로 하고 있고요. 국민연금이나 건강보험과 같은 사회보험은 나라마다 다른데 흥미로운 것은 우리나라가 가장 보편적이라는 거예요. 우리가 가장 이상적인 보편복지국가라고 이야기하는 스웨덴이나 독일조차도 조합원에게만 사회보험 가입 자격을 주는 선별적으로 운영하고 있거든요. 또 기초연금 같은 경우에도 우리나라는 70% 주지 않습니까? 그런데 OECD 평균은 22%에 불과한 거죠. 무엇보다 소득지원정책은 선별적으로 하는 게 맞습니다. 그러니까 의료 서비스 같은 경우에는 소득과 무관하게 모두가 필요하니까 보편적으로 하는 게 맞지만 소득이 없거나 소득이 부족한 분들에 대한 소득 지원은 소득이 부족한 분들한테만 주는 게 맞는 거지 소득이 부족하지 않은 연소득 1억이 넘는 분들한테 그걸 왜 주느냐인 거죠. 그러니까 전 세계가 다 선별적으로 운영을 하고 있기 때문에 이런 소득지원정책에 있어서 선별적인 선택을 한다고 해서 보편복지의 후퇴다, 이렇게 이야기하는 것은 매우 부적절하다는 거죠."	민주당의 당론은 복지 국가이다. 공공 부조는 전 세계적으로 선별적으로 운영된다. 사회보험은 나라마다 다른데 우리나라가 가장 보편적이다. 우리나라는 기초연금을 70% 지급하지만 OECD 평균은 22%이다. 즉 소득지원정책은 전 세계가 선별적으로 운영하기 때문에 이를 가지고 보편복지의 후퇴라고 하는 것은 적절하지 않다.
29	"김경래]그러니까 지금 당장 줘야 된다, 이렇게 결정하기에는 좀 빠르다는 일단 기본적인 의견은 그러시네요. 그러면 지금 어제 저희들이 이낙연 의원 인터뷰를 했는데 방역 상황을 좀 보자, 이번 주에 보면서 상황을 지켜보면서 하자, 이런 이야기와 함께 지금 돈을 풀었을 때 또 방역에 어떤 영향을 미칠 것인가, 이 부분도 고려를 해야 된다. 기본적으로 지금 김기식 위원장 생각랑 일치하시네요, 이 부분은. 
김기식]아니, 뭐 방역에 대한 고려 때문이라기보다는 앞서 말씀드렸던 것처럼 결국은 재정 상황에서는 빚을 내서 지금 재정 운영을 할 수밖에 없는 건데 예를 들어서 코로나 상황이 장기화되면 그것에 따른 다양한 재정 수요가 훨씬 더 커지게 되지 않겠습니까? 그런 점에서 보면 상황을 종합적으로 보면서 어떻게 자원을 국가 재정 자원을 어떻게 사용할 것인지를 판단하는 데에 있어서 조금 시간적인 것과 상황적인 어떤 판단이 필요하다는 거죠. 
김경래]그러면 만약에 결정을 내릴 때 주게 된다면 선별 지급이냐? 아니면 전체를 다 줘야 되느냐? 이 부분을 어떻게 보세요? 
김기식]최근에 재난지원금을 선별 지급하는 것을 차별이다, 이런 이야기까지 하는 경우가 나오고 있는데요. 이게 공공 부조나 재난지원금 같은 소득 지원 성격의 급여는 소득 자산에 따라서 저소득층을 대상으로 한정해서 지급하는 게 해외 사례를 보더라도 일반적이고요. 이것을 차별이라고 이야기하는 것은 저도 들어본 적이 없어서 좀 부적절합니다. 예를 들어서 혜택의 대상을 제한하는 것을 차별이라고 하면 병원을 이용할 때 본인 부담금을 면제해주는 의료 급여 제도가 있는데 이 의료 급여 제도는 저소득층에게만 혜택을 주고 있는데 이게 과연 중산층에 대한 차별이냐? 예를 들어서 세금도 소득이 높을수록 소득세율이 높거든요. 그러면 이것도 고소득층이나 중산층에 대한 어떤 세 부담의 차별이냐? 이런 논리가 되는 것이거든요. 더군다나 이게 차별이라는 말은 이게 원래 소수자나 약자에 대해서 하는 개념인데 이런 소득지원정책에서 대상을 선별하는 것을 두고 고소득층이나 어떤 중산층에 대한 차별이다, 이렇게 이야기하는 것은 매우 위험한 정치적 선동이 되는 것이죠. 저는 그런 점에서는 어떤 주장의 어쨌든 대중적인 지지 혹은 특히 중산층 이상의 지지를 받기 위해서 이런 정치적 논리를 많이 동원하긴 합니다만 그러기에는 다소 위험한 논리다, 이렇게 저는 보고 있습니다."	재난지원금 지급은 재정적인 수요가 장기적으로 계속 증가하면 결국 부채로 재정적인 지원을 하여야 하므로 여러 가지 상황을 고려하여 판단하여야 한다. 또한 이와 관련하여 일반적으로 소득 지원의 경우 사회적 약자들을 위한 지급을 하는 것이 보통이나, 이것을 차별이라고 부르는 것은, 소수에 대해 보편적으로 적용하는 차별이라는 단어를 다른 논리에서는 적용하지 않으면서 이 상황에 대해서만 적용하는 것은 다소 부적절하다.
30	"김경래]알겠습니다. 잠깐만요. 윤영석 의원님 말씀은 지금 쟁점이 그게 아닌데 왜 메신저를 갑자기 뜬금없이 공격하는 것 아니냐? 이런 취지의 질문도 있었어요. 여기에 대해서는 홍익표 의원님은 어떻게 생각하십니까?
홍익표]글쎄요, 저는 어떤 맥락에서 나온지는 모르겠지만 사회자께서 저한테 질문하셔서 쿠데타 세력이 뭐냐고는 했을 때 그것에 대한 답변을 드린 것뿐이에요.
김경래]알겠습니다. 쿠데타 이야기는 넘어가고요. 윤영석 의원님, 이것에 대한 의견을 듣고 싶은데 어제 민주당에서 논평 낼 때 추미애 장관 아들을 안중근 의사에 빚대서 이야기를 한 부분이 있습니다. 위국헌신 군인본분 이것을 실천한 거다, 나중에 삭제를 하긴 했지만. 이건 어떻게 들으셨어요, 윤영석 의원님?
윤영석]원내 대변인이 그러한 논평을 했다가 사과를 하고 삭제를 했다고 제가 들었습니다. 참 낯뜨거운 그런 일이죠. 그래서 권력자의 아들의 그런 특혜 휴가, 불법 비리를 모면하기 위해서 지금 우리 독립운동의 영웅인 안중근 의사까지 이렇게 참 그런 비교를 하는 것은 이것은 정말 참 부끄러운 일이고요. 있을 수 없는 일이고 독립운동의 어떤 명예에 그야말로 누가 되는 그런 언사라고 생각합니다. 그래서 지금 왜 이렇게 민주당 내 모든 대부분의 의원들이 추미애 장관을 옹호하고 또 대변인들까지 나서서 방어막을 치는가 하면 추미애 장관의 이 사건에 상당히 불법성이 있다고 저는 생각합니다. 그래서 이 사건이 결국은 진행되는 추이에 따라서 지금 1년 6개월밖에 남지 않은 문재인 정권의 레임덕이 본격화될 수 있는 그런 상황이기 때문에 그것을 결사적으로 막는 것이에요. 그런데 이것을 대변인도 국회의원들 다 나서서 국방부 장관까지 지금 나서서 이렇게 하는 것은 앞으로 이 문제가 더 악화되어서 저는 새로운 의혹들 자꾸만 제기되고 해서 결국은 현 문재인 정부와 민주당이 훨씬 더 큰 질곡에 빠질 수밖에 없을 것이라고 저는 생각합니다. 그래서 주식도 손해가 자꾸 나면 손절매를 하지 않습니까? 지금 이 문제는 문재인 정부가 빨리 정리를 해야 됩니다. 정리를 하지 않으면 지난주에 제가 말씀 드린 대로 이번 대정부 질문 4일도 거의 추미애 의혹으로 뒤덮이고 있지 않습니까? 국정을 운영해야 되는데 그런 국정을 한 치도 운영할 수 없이 이렇게 정적에 빠뜨리는 것은 그것 또한 문재인 정부 내의 책임이에요. 그래서 이러한 부분에서 빨리 정리를 하고 추미애 장관을 경질하는 게 맞다고 생각합니다."	윤영석 의원은 추미애 장관 아들을 안중근 의사에 빚대 이야기를 한 것에 관한 의견으로 권력자 아들의 불법 비리의 모면을 위해 독립 영웅인 안중근 의사에 비교하는 것은 낯 뜨거운 일이며 민주당 의원들이 추미애 장관을 옹호하는 것은 정권의 레임덕으로 이어질까 봐 결사적으로 막는 것이므로 이 문제를 문재인 정부가 빨리 정리해야 한다고 한다. 정리하지 않고 국정을 운영할 수 없는 정적에 빠뜨리는 것 또한 문재인 정부 내의 책임이므로 추미애 장관을 경질하는 게 옳다고 생각한다.
31	"김경래]알겠습니다. 양쪽 다 지금 이야기 들어보면 대화하겠다 그러는데 대화를 하겠다고는 하는데 어떻게 대화를 하겠는지 이 부분이 참 어려운 것 같습니다. 이건 좀 지켜보고요. 
홍익표]강압적으로 하지는 않습니다, 저희 정부에서. 다만 합의한 대로 일단 국민의 저는 조건 없이 전공의협회나 의협도 코로나19 극복을 위해서 함께해주고 이후에 이게 어느 정도 해결이 되면 이후에 논의를 시작하자는 것이기 때문에 그 입장에서 논의를 협상을 시작했으면 좋겠습니다. 
김경래]지금 2차 재난지원금 이야기도 해야 되는데 시간이 많지는 않지만 입장을 들어보죠. 여당은 방법론을 가지고 약간 갑론을박이 있는 것 같아요. 이거는 아직 방침이 정해진 게 아니니까. 홍 의원님 생각은 어떠세요? 
홍익표]아직 우리 당에서 논의가 지급할 것이냐? 아니면 지급을 한다면 어떻게 할 것이냐에 대해서는 아직 논의가 당 입장이 정해진 건 아닙니다. 
김경래]그렇지만 홍 의원님 생각이 있을 거잖아요. 
홍익표]제 개인적인 말씀을 드린다면 저는 OECD 보고서를 갖고 이야기를 하고 싶어요. 이게 제가 사실은 제일 먼저 문제 제기했습니다. 그전에 기재위 회의에서 OECD 보고서를 보니까 우리나라 재정적 여력이 있기 때문에 재정에 적극적인 역할을 주문하면서 두 번째는 굉장히 취약계층이 나타났어요. 그러니까 자영업하시는 분, 중소, 소상공인 그리고 업종으로 보면 비정규직이나 특별고용 노동 형태 그 다음에 성별로 보면 여성, 청년층 이런 쪽이 매우 취약하게 코로나19의 직격탄을 맞았기 때문에 특정 계층의 이런 취약계층을 대상으로 좀 더 적극적인 지원이 필요하다는 게 OECD 보고서의 내용입니다. 그래서 제가 기재부 장관에게 질문을 했죠. 취약계층에 대한 지원이 필요한 것 아니냐 했더니 기재부 장관도 전면적인 것은 아니지만 그런 부분을 검토해보겠다고 이야기를 한 상태입니다. 그래서 저는 한다면 우리가 재정적 여력을 봐야겠죠. 재정 여력이 허용이 된다면 가능한 범위 내에서 최대한 늘리되 우선은 제일 중요한 건 취약계층, 어려운 계층에 대한 지원을 중점으로 놓고 고민을 해야 된다, 이렇게 생각합니다."	2차 재난지원금에 대한 갑론을박이 있지만, OECD 보고서를 기준으로 논의해보려고 한다. 보고서의 내용에 따르면, 우리나라가 재정 여력이 있으므로, 재정에 적극적인 역할을 주문하는 과정에서 취약 계층이 드러났다고 한다. 따라서, 취약 계층과 어려운 계층에 대한 지원에 중점을 두고 논의하는 것인 가장 중요하고, 재정 여력이 허용된다면 가능한 범위 내에서 최대한 늘려야 한다.
32	"김경래]근 50년 됐네요? 
박태숙]그렇죠. 
김경래]와, 50년 동안 그러면 같은 일을 계속하신 거예요? 
박태숙]그렇죠. 
김경래]계속 미싱을 만지시고. 
박태숙]미싱공. 네. 
김경래]아니, 그러면 지금은 노동자들이 많이 없을 것 같다. 왜냐하면 옷이라는 게 동남아에서 많이 만들고 싸게 들어오고 이래서 없을 것 같다고 생각하는데 지금 규모가 어느 정도됩니까, 김 선생님? 
김형탁]봉제에 종사하시는 분들이 추계입니다만 전국적으로 한 13만 명이 좀 넘는 것으로 되어 있고요. 그러니까 서울시도 한 9만 명 이상 일을 하시는 것으로 그렇게 추계를 하고 있습니다. 
김경래]같이 일하시는 분들 많죠. 박태숙 선생님 혼자 일하시는 건 아닐 거고. 
박태숙]예전보다는 많지 않아요. 예전에는 제가 70년대 일할 때는 한 공장에 미싱이 보통 7~8대 되고 예전에는 다들 6.25 전쟁 이후로 먹고살기도 힘들고 이래서 공부 제대로 안하고 돈 벌러 온 사람들이 많았잖아요. 그래서 인구가 많고 제가 초등학교를 봄에 졸업했는데 평화시장에 바로 못 들어왔어요, 자리가 없어서. 가을에 들어왔거든요. 
김경래]자리가 없어서 들어가려고 해도? 
박태숙]예, 그 시절에는 그랬어요. 그래서 인구가 많아서 그랬는데 지금은 세월도 흐르고 또 지금은 다들 자녀들을 가능하면 대학교까지 다 보내려고 노력을 하잖아요. 그러니까 그러기도 하고 또 평화시장 근로조건이 너무 안 좋다 보니까 다들 평화시장에 잘 안 들어오죠. 그래서 지금은 저같이 나이 먹은 사람들이 주를 이루고 있죠."	50년 동안 계속 미싱공으로 일했다. 추계이지만 전국적으로 13만 명 정도의 인원이 봉제업에 종사를 하고 있는 것으로 본다. 70년대 일할 때는 공부 안하고 돈 벌러 온 사람들이 많았지만 지금은 취약한 근로 조건으로 나이가 많은 사람들이 이 업종의 주를 이루고 있다.
